index,value
0,59.1875
1,69.1717
2,87.9328
3,31.5614
4,67.403
5,34.6916
6,58.3611
7,109.427
8,34.7256
9,157.055
10,0.916139
11,172.684
12,280.697
13,13.1959
14,179.271
15,203.454
16,228.913
17,27.4573
18,154.982
19,192.793
20,103.513
21,39.4046
22,0.164869
23,49.1735
24,149.638
25,161.228
26,260.48
27,260.146
28,112.82
29,263.919
30,106.337
31,11.7976
32,88.0786
33,15.9277
34,315.054
35,87.3553
36,36.7855
37,82.2931
38,10.5772
39,28.5892
40,100.746
41,137.575
42,239.804
43,227.65
44,140.298
45,240.217
46,113.817
47,66.6582
48,209.028
49,18.9945
50,204.402
51,0.139936
52,21.8124
53,63.9809
54,86.0522
55,121.668
56,127.469
57,165.05
