index,value
0,451.933
1,439.699
2,282.185
3,302.161
4,233.231
5,235.099
6,238.206
7,372.097
8,9.69289
9,65.3524
10,0
11,0.986597
12,79.5278
13,85.1426
14,52.1817
15,49.2421
16,166.252
17,44.6017
18,30.6282
19,49.6572
20,110.502
21,25.1683
22,100.446
23,13.5119
24,16.8208
25,25.0467
26,0
27,76.9181
28,47.664
29,123.429
30,161.71
31,28.5644
32,119.395
33,64.5831
34,28.3238
35,10.3654
36,133.732
37,0.0909091
38,52.836
39,52.3624
40,105.187
41,37.1884
42,68.6334
43,58.8865
44,2
45,30.061
46,206.296
47,12.5331
48,31.8785
49,13.97
50,30.4983
51,62.9554
52,45.3517
53,31.9489
54,117.099
55,71.1867
56,95.5134
57,186.222
