index,value
0,339.281
1,390.756
2,263.239
3,296.607
4,295.528
5,204.121
6,264.504
7,332.768
8,99.9316
9,0.605125
10,125.731
11,1.00147
12,84.511
13,49.4098
14,59.4685
15,126.576
16,52.2834
17,68.0733
18,10.3513
19,86.8456
20,59.6955
21,131.142
22,197.267
23,97.1059
24,43.7657
25,22.264
26,71.5555
27,13.0141
28,119.077
29,16.2159
30,72.5865
31,45.0592
32,53.3851
33,165.819
34,73.4513
35,93.9888
36,107.172
37,1.46345
38,153.625
39,75.6568
40,12.5192
41,1.3794
42,18.3777
43,37.4742
44,93.2774
45,38.1194
46,150.917
47,106.875
48,101.003
49,98.9153
50,152.283
51,51.4352
52,163.483
53,44.813
54,25.7451
55,82.3091
56,48.0151
57,96.8533
