index,value
0,252.532
1,392.274
2,457.023
3,498.554
4,330.103
5,284.439
6,235.701
7,221.067
8,38.4046
9,48.0644
10,98.123
11,82.1786
12,58.0331
13,123.009
14,33.1109
15,82.3111
16,0.0481494
17,25.0779
18,90.9416
19,24.4135
20,52.467
21,0.218881
22,52.6944
23,91.5345
24,68.2229
25,178.951
26,50.1695
27,44.9313
28,61.3847
29,31.1414
30,0.848356
31,12.2384
32,185.148
33,109.778
34,13.1759
35,13.7337
36,141.778
37,59.0521
38,22.4701
39,66.1091
40,108.059
41,40.4206
42,146.705
43,103.265
44,49.2558
45,83.3238
46,147.549
47,214.02
48,53.6124
49,60.6208
50,47.4639
51,20.4921
52,10.1587
53,134.016
54,27.3102
55,85.6301
56,72.0274
57,1.00747
