1.475651863375746775e-01,1.478354597707277618e-01,1.476117649818360078e-01,1.473456996453316459e-01,1.471890356955523615e-01,1.478700264635638140e-01,1.474487612937548098e-01,1.477606554296151120e-01,1.474706143610053921e-01,1.481919008107512314e-01,1.468233070830090581e-01,1.476688626429659978e-01,1.472608041774522980e-01,1.480538813620516092e-01,1.473263056588569597e-01,1.477830885263783922e-01,1.471539657931865419e-01,1.466433633599771580e-01,1.465962237984611560e-01,1.469250605494006601e-01,1.479069656891595641e-01,1.476511914476980325e-01,1.468570547947308513e-01,1.467924515969766530e-01,1.470522066266500283e-01,1.470950197352438316e-01,1.469523134188520930e-01,1.464532561069029626e-01,1.468165542998736972e-01,1.468312264350122298e-01,1.469479520507076253e-01,1.471919790834891606e-01,1.475616557365375114e-01,1.469499422542578093e-01,1.472967331440538374e-01,1.468186139103330734e-01,1.471904992931618028e-01,1.471636084231885411e-01,1.478313598207763035e-01,1.473230854547090407e-01,1.477439538974745503e-01,1.474632711112426608e-01,1.477104952403537341e-01,1.472096241886878265e-01,1.470093087791881914e-01,1.475068137820705616e-01,1.465522058889615342e-01,1.467191840324067742e-01,1.478415581254414746e-01,1.471670890170240220e-01
1.463700697409867357e-01,1.474831125571137713e-01,1.477256292463179910e-01,1.466859831261560221e-01,1.464612402446451578e-01,1.475586982051220464e-01,1.476776573856204144e-01,1.477058338278246508e-01,1.468117123299766402e-01,1.469718304645125928e-01,1.464246502506452441e-01,1.474902828302419588e-01,1.474445087190554837e-01,1.469439772980002112e-01,1.472669188011131725e-01,1.472781946373536988e-01,1.477965773279616424e-01,1.473911527961778711e-01,1.466470734302507684e-01,1.467207341825478295e-01,1.467658073764085969e-01,1.473141807634826272e-01,1.468767547775839677e-01,1.475505037939030817e-01,1.471950312443442710e-01,1.481949935101749827e-01,1.474766897059194837e-01,1.471234932643741000e-01,1.466107277793499974e-01,1.467165354320702497e-01,1.474317534601804758e-01,1.471073114691870964e-01,1.475256885717914357e-01,1.467008017134803222e-01,1.465461425672962559e-01,1.477518860247053756e-01,1.472803247418465744e-01,1.476252157496001638e-01,1.475780120190442468e-01,1.477751502033636810e-01,1.468607846967356356e-01,1.471197196979628363e-01,1.475774731200358292e-01,1.474800468550954424e-01,1.468226777774341574e-01,1.471637589011809688e-01,1.466326291137061144e-01,1.470168375749306144e-01,1.470505734666174291e-01,1.469611887178452203e-01
1.470680413696175137e-01,1.469161797486170373e-01,1.464718006386251103e-01,1.470928739374132710e-01,1.468470523381784076e-01,1.477278533121780257e-01,1.473251575964018845e-01,1.471740348860833270e-01,1.474603905919253666e-01,1.474891776033174784e-01,1.467833163561763077e-01,1.465094278412178708e-01,1.469536597232324882e-01,1.474623834938774969e-01,1.464600921234441300e-01,1.470435792050927559e-01,1.467047223672034995e-01,1.479571449682729190e-01,1.478542488735153926e-01,1.466637896090770554e-01,1.475443464800609561e-01,1.466472353490193281e-01,1.476089687991362365e-01,1.469611261611034336e-01,1.468863323369378471e-01,1.474828811243765470e-01,1.469297778343394700e-01,1.474230886359116921e-01,1.470502131604526919e-01,1.473547100934156084e-01,1.469361743559239597e-01,1.470274381968850186e-01,1.473281905905501343e-01,1.475708584689211789e-01,1.477695943287065938e-01,1.467954084073487819e-01,1.477530920693214678e-01,1.468646884940448816e-01,1.471652973908577078e-01,1.476469429935554911e-01,1.462942188784636388e-01,1.468920624859150204e-01,1.469902812749663557e-01,1.476131306821206191e-01,1.469480300488409941e-01,1.466393215923828541e-01,1.469898242224080276e-01,1.478438516933944791e-01,1.474118279447806656e-01,1.477451036436932819e-01
1.467220795087601226e-01,1.467971410444972868e-01,1.465378791092379895e-01,1.474301121492014033e-01,1.466161210801134873e-01,1.475367744685756877e-01,1.481410524410728680e-01,1.467180518011163004e-01,1.468553775207331047e-01,1.459897650494433319e-01,1.467052036751123889e-01,1.476101970484126613e-01,1.472611285234777523e-01,1.470329618854342990e-01,1.465461211766654337e-01,1.467417334828326203e-01,1.466471813980369798e-01,1.470553078050494678e-01,1.469171586905300142e-01,1.466625230389568546e-01,1.471919401791298709e-01,1.464975356814931240e-01,1.466199457642496928e-01,1.470080851230451957e-01,1.474834843413935226e-01,1.466544879285129332e-01,1.468278993992838122e-01,1.459771316414433806e-01,1.470937292797024620e-01,1.469962874355397187e-01,1.475641133185787435e-01,1.473861209333721944e-01,1.471629095731567249e-01,1.473854398085358286e-01,1.474247181180746158e-01,1.468807309454841781e-01,1.469036770404232584e-01,1.473224827564322270e-01,1.472726172101306297e-01,1.466309166553601828e-01,1.469578286998100558e-01,1.476472748244642696e-01,1.470465294270314194e-01,1.475917738311086358e-01,1.468964465061650682e-01,1.473992511098040636e-01,1.470060773655775255e-01,1.477501245766316695e-01,1.474549837652945894e-01,1.471907698637414108e-01
1.466066550745303565e-01,1.468638790813959760e-01,1.467701046670153997e-01,1.469391313944296285e-01,1.465010288078994471e-01,1.465986001289288077e-01,1.467359987532879939e-01,1.466506459574900556e-01,1.467297258690999917e-01,1.475845073038389299e-01,1.467575517039361177e-01,1.465495831511471891e-01,1.463742330815838988e-01,1.465916212284427145e-01,1.466621694514533558e-01,1.473881444788207040e-01,1.474381361622569553e-01,1.474644069891370424e-01,1.463617436146790185e-01,1.470796883667139787e-01,1.459278282193345322e-01,1.472141015648279760e-01,1.472853948699783255e-01,1.466202696383884230e-01,1.475452754986122661e-01,1.469597993110979550e-01,1.469651104977187928e-01,1.466485642981260884e-01,1.465406549413320325e-01,1.464218462896975936e-01,1.465897982048624260e-01,1.468396120882697886e-01,1.464788448624957662e-01,1.467102648689597999e-01,1.466439162014851194e-01,1.467661178628501817e-01,1.461912830548043329e-01,1.472606595688036035e-01,1.474180731183774296e-01,1.467423132906738870e-01,1.469909891677905756e-01,1.465316937707249745e-01,1.463885527358125271e-01,1.469306722862189496e-01,1.464377678042733943e-01,1.472272120068060242e-01,1.458183139156795094e-01,1.475058109878528700e-01,1.468585336092452787e-01,1.468245486599897842e-01
1.465979988284159541e-01,1.462539943069914028e-01,1.467854029607686961e-01,1.463375310817687236e-01,1.458110506957647212e-01,1.457357162778937787e-01,1.462933359594854876e-01,1.467843614698937649e-01,1.465260395901236135e-01,1.467834380416564166e-01,1.461238763658095074e-01,1.472376421274261826e-01,1.455826073615977267e-01,1.461235588184448819e-01,1.469026950430169232e-01,1.467884114722902700e-01,1.461861288874397868e-01,1.467733251064435307e-01,1.462819171911786398e-01,1.471475605815692200e-01,1.468146734132042830e-01,1.459720747052634660e-01,1.463913021452713237e-01,1.474003369196988933e-01,1.461175285057842999e-01,1.465000831704307283e-01,1.467229447035397760e-01,1.468362917009553847e-01,1.466622199690099937e-01,1.465243553671127796e-01,1.464997069121140860e-01,1.461708455619324942e-01,1.470675300835276034e-01,1.466621535031454315e-01,1.469875465941279380e-01,1.467111581585871516e-01,1.467679855559353430e-01,1.467424735289560300e-01,1.470658911426325488e-01,1.471668774912344713e-01,1.473909924882896016e-01,1.457820969816953915e-01,1.464331600714225967e-01,1.462879218568535200e-01,1.466619992419591068e-01,1.473279942000539078e-01,1.476414805871961722e-01,1.470517095669935936e-01,1.463611898737599004e-01,1.463242109955752157e-01
1.461491513344095605e-01,1.462060257189798651e-01,1.467359915869377307e-01,1.466551154187701600e-01,1.464655970096441218e-01,1.460894871546618567e-01,1.467706118626169731e-01,1.468527599048718713e-01,1.454920334921296077e-01,1.455968011663368589e-01,1.458600419704141060e-01,1.458626667898056395e-01,1.465550345856072856e-01,1.462619610805076520e-01,1.457444079570687501e-01,1.467029145685028735e-01,1.465079062012794864e-01,1.457218036089369673e-01,1.460232276330692691e-01,1.459281528012494333e-01,1.464862523735033784e-01,1.466529376567317355e-01,1.454356189424597101e-01,1.462396658535178584e-01,1.462952709459624800e-01,1.465468519356330213e-01,1.462918512468942278e-01,1.461777378889252965e-01,1.464196658617161195e-01,1.463729869046918874e-01,1.455384955232057465e-01,1.455623835418442258e-01,1.457281010625428863e-01,1.461186789949107667e-01,1.453509847521440579e-01,1.464758073201554434e-01,1.464374656539584874e-01,1.466690555565383913e-01,1.465386072220029867e-01,1.468627416560455701e-01,1.463399163833145888e-01,1.460606875976206420e-01,1.470392560774367308e-01,1.463762685033472288e-01,1.456012524262377539e-01,1.460900644417685024e-01,1.459958351912393759e-01,1.461319466093538022e-01,1.462309304847765612e-01,1.460957562724997383e-01
1.459398688852225068e-01,1.461651048715389145e-01,1.469100806915047963e-01,1.456918082838176420e-01,1.460086152837246631e-01,1.468469718913284483e-01,1.462314325297716378e-01,1.453879502132937596e-01,1.462336736388871183e-01,1.454663679039717161e-01,1.453999641035384205e-01,1.462261241614403462e-01,1.462201208829949639e-01,1.463089013498959923e-01,1.461580664167579646e-01,1.457003374560124076e-01,1.452599556954491944e-01,1.452887093041025368e-01,1.453574966566434645e-01,1.451503047807697622e-01,1.466525782846421488e-01,1.458205750719586136e-01,1.464311374510106345e-01,1.452975462235128745e-01,1.457391733364011288e-01,1.451899880456873626e-01,1.462479558639223076e-01,1.465186187787448358e-01,1.454879878810459992e-01,1.460384261323588728e-01,1.455275948403177144e-01,1.454195766549229163e-01,1.446537926178971256e-01,1.458822145445199947e-01,1.457006945735113690e-01,1.461705982595021824e-01,1.455285361031808389e-01,1.460415131671987388e-01,1.456722110667975911e-01,1.459244172391595540e-01,1.461275037093551221e-01,1.457334334619363181e-01,1.461283948648465780e-01,1.463005696697024238e-01,1.468948169773945656e-01,1.463972929321876726e-01,1.464543428325221219e-01,1.466075718084723367e-01,1.466375281571434264e-01,1.456040720049744108e-01
1.450223106232919335e-01,1.453716041122589397e-01,1.457720595613347381e-01,1.450023645520213955e-01,1.463057542063644911e-01,1.458662838635465253e-01,1.451154757796910000e-01,1.454933157498343455e-01,1.459326557538038749e-01,1.459469571127494925e-01,1.464061039188972180e-01,1.457512705034635647e-01,1.446690940145832216e-01,1.458132845403064259e-01,1.459265995629768775e-01,1.459480903005517805e-01,1.455454826063633800e-01,1.457605372379927322e-01,1.455376423391383789e-01,1.454874993494869873e-01,1.452285435123950585e-01,1.464332452987411326e-01,1.457319887137069336e-01,1.458695334476469152e-01,1.452526989207043040e-01,1.449168766347089243e-01,1.464242152375394568e-01,1.457938302367647043e-01,1.456783775127271918e-01,1.460928469102708294e-01,1.451081677094781530e-01,1.458475122748162378e-01,1.455051332154869981e-01,1.457613080571727726e-01,1.452990185104326148e-01,1.449460048612683793e-01,1.459686350934910892e-01,1.449892541328269557e-01,1.456187772492686106e-01,1.462019986826827711e-01,1.455331157300676914e-01,1.459837252791098827e-01,1.457347544384808014e-01,1.447865597957498085e-01,1.454155397483581635e-01,1.460791381684677648e-01,1.459893602930683321e-01,1.456592791783039298e-01,1.456119416881724304e-01,1.451377603401520777e-01
1.456187835419926746e-01,1.444647967681367828e-01,1.447568781354281742e-01,1.455558445936044887e-01,1.449714629319424353e-01,1.445952521117300771e-01,1.449106460424852139e-01,1.444919168354207029e-01,1.447849022280804920e-01,1.449466076960066740e-01,1.447170441575812150e-01,1.449454789871502669e-01,1.448242653297873439e-01,1.450514704949588951e-01,1.440331332719324564e-01,1.446636951977453289e-01,1.455190589629198616e-01,1.451124534406872113e-01,1.455820974723149308e-01,1.450487330566221644e-01,1.454150949284571948e-01,1.453361503454213000e-01,1.457189514651966167e-01,1.446365111783236290e-01,1.448998550923170925e-01,1.449964289652492244e-01,1.445469967054713312e-01,1.449242206291135870e-01,1.446931659268337889e-01,1.451144872499204597e-01,1.452986259615172970e-01,1.450876328438822083e-01,1.454801193816479266e-01,1.449524161837940084e-01,1.447929068737446590e-01,1.442407937401011531e-01,1.449393452842227814e-01,1.445657988702551411e-01,1.440686542732907693e-01,1.441442360745709694e-01,1.446477886314534445e-01,1.447944394460556339e-01,1.451298321637825295e-01,1.453956811190671439e-01,1.454157485898780466e-01,1.447914578203428893e-01,1.446062968541212412e-01,1.456300923602139030e-01,1.456625247856571936e-01,1.452431756613331848e-01
