index,value
0,48.3377
1,33.7779
2,44.2272
3,81.2957
4,96.6391
5,90.5063
6,70.0324
7,20.8867
8,54.3276
9,20.5248
10,109.762
11,135.663
12,37.0249
13,244.614
14,173.482
15,70.0125
16,158.848
17,109.27
18,82.6926
19,182.396
20,107.756
21,140.44
22,36.2683
23,173.467
24,21.2783
25,243.306
26,6.57999
27,284.071
28,21.9601
29,138.83
30,49.8313
31,234.075
32,6.28012
33,26.3134
34,32.0272
35,0.0280374
36,151.795
37,168.874
38,223.353
39,15.3322
40,87.3168
41,249.748
42,78.8179
43,57.1049
44,138.453
45,77.2323
46,5.54894
47,55.2926
48,133.356
49,72.1587
50,145.761
51,6.38814
52,94.1099
53,61.214
54,285.919
55,52.0361
56,2.02335
57,67.8884
