index,value
0,199.194
1,243.771
2,391.964
3,377.841
4,366.828
5,432.829
6,255.79
7,222.264
8,12.7228
9,238.723
10,133.206
11,147.637
12,22.7302
13,105.142
14,9.64427
15,89.3071
16,72.7507
17,68.5208
18,5.79834
19,80.6742
20,118.985
21,60.1903
22,67.1655
23,118.321
24,1.67646
25,55.3049
26,194.496
27,6.52624
28,6.36965
29,95.1857
30,104.711
31,95.0847
32,82.4279
33,83.6353
34,69.7429
35,193.914
36,62.8263
37,0.1651
38,134.829
39,123.841
40,82.2074
41,5.37672
42,14.5437
43,101.011
44,172.224
45,126.552
46,33.4414
47,80.7307
48,48.6961
49,79.7649
50,78.945
51,52.9567
52,220.464
53,94.5497
54,11.1364
55,171.418
56,22.633
57,23.9147
