index,value
0,175.017
1,201.569
2,319.297
3,311.563
4,355.535
5,326.16
6,275.317
7,171.434
8,98.8662
9,67.1671
10,33.3451
11,128.14
12,75.7099
13,64.8593
14,159.5
15,59.3778
16,75.5247
17,20.9528
18,58.6997
19,75.0253
20,214.615
21,86.5504
22,99.2115
23,8.06402
24,65.2178
25,41.1292
26,5.07411
27,127.658
28,28.8742
29,121.002
30,169.392
31,13.6967
32,90.5144
33,43.3492
34,128.657
35,160.22
36,147.168
37,223.642
38,154.962
39,93.6194
40,10.2905
41,16.3555
42,57.0898
43,123.048
44,87.9845
45,172.646
46,22.5109
47,0.115315
48,100.501
49,72.4602
50,34.4901
51,154.255
52,92.2209
53,3.83806
54,161.655
55,139.243
56,202.673
57,27.2405
