index,value
0,154.057
1,209.362
2,283.427
3,320.341
4,427.615
5,427.121
6,380.735
7,185.135
8,131.801
9,41.8189
10,187.253
11,83.7237
12,21.134
13,36.3063
14,0
15,104.916
16,77.04
17,62.5239
18,64.5738
19,85.6971
20,63.0147
21,95.5955
22,69.9822
23,38.4828
24,24.0545
25,70.4537
26,65.2728
27,52.5429
28,211.682
29,16.8477
30,0
31,26.6285
32,51.017
33,16.9886
34,57.3293
35,0
36,16.0465
37,150.924
38,21.3616
39,20.5512
40,28.5976
41,46.0082
42,81.0497
43,79.1528
44,42.4407
45,87.743
46,101.295
47,49.8073
48,176.179
49,0.0131579
50,153.721
51,36.9933
52,43.9421
53,138.32
54,67.2485
55,59.2183
56,17.7445
57,65.1813
