index,value
0,193.68
1,197.245
2,229.651
3,295.354
4,294.008
5,280.318
6,303.966
7,157.32
8,104.227
9,154.059
10,130.812
11,206.272
12,107.271
13,36.3292
14,13.618
15,11.7924
16,128.232
17,272.836
18,89.7553
19,141.112
20,74.6782
21,196.002
22,122.483
23,0.821887
24,10.2739
25,87.2518
26,162.77
27,57.0298
28,27.8141
29,159.965
30,36.4328
31,179.301
32,147.386
33,28.5369
34,74.5453
35,127.46
36,134.722
37,113.248
38,7.92985
39,87.6066
40,117.06
41,36.3511
42,25.0706
43,4.45173
44,38.1039
45,40.2001
46,34.6626
47,97.0161
48,45.7929
49,42.8692
50,23.529
51,24.4301
52,87.5211
53,141.705
54,147.59
55,111.034
56,121.445
57,21.8077
