index,value
0,106.748
1,74.3402
2,62.2282
3,74.9064
4,49.0165
5,66.7159
6,101.751
7,98.3182
8,0.624342
9,22.9853
10,163.334
11,6.65796
12,162.139
13,110.732
14,36.4879
15,40.5861
16,82.3611
17,86.7397
18,162.041
19,296.596
20,252.433
21,273.932
22,295.916
23,130.913
24,190.545
25,68.058
26,346.348
27,14.0475
28,2.0678
29,25.9307
30,167.759
31,6.76182
32,49.8346
33,20.6968
34,207.687
35,194.443
36,91.2661
37,27.8482
38,128.848
39,43.151
40,204.182
41,211.786
42,110.333
43,146.756
44,102.52
45,292.041
46,234.382
47,121.73
48,212.903
49,140.026
50,67.9692
51,183.438
52,40.0248
53,48.6251
54,193.765
55,91.2533
56,114.158
57,48.7279
