index,value
0,254.621
1,236.824
2,328.269
3,306.607
4,242.96
5,304.738
6,261.155
7,209.13
8,17.442
9,72.2976
10,6.05787
11,93.8338
12,107.055
13,68.7747
14,20.5666
15,27.9703
16,99.4301
17,116.341
18,105.025
19,121.127
20,2.097
21,100.779
22,130.975
23,148.052
24,14.7878
25,70.2595
26,41.7684
27,105.748
28,111.833
29,0.178542
30,34.4673
31,46.0681
32,41.0388
33,41.5265
34,133.225
35,181.049
36,123.239
37,82.3296
38,117.573
39,91.6333
40,113.808
41,183.678
42,163.732
43,64.8594
44,40.4666
45,80.9376
46,50.321
47,4.17449
48,116.829
49,18.9301
50,48.8561
51,169.779
52,101.48
53,158.906
54,160.977
55,204.49
56,41.8013
57,120.756
