index,value
0,55.888
1,34.9916
2,109.995
3,42.4596
4,86.5293
5,36.2302
6,79.5936
7,118.631
8,209.782
9,0
10,155.288
11,54.4524
12,151.096
13,239.057
14,201.824
15,199.862
16,191.804
17,67.1462
18,99.5364
19,37.2011
20,81.9035
21,239.668
22,66.0678
23,94.2727
24,227.705
25,60.2801
26,99.9809
27,66.5027
28,58.0407
29,184.99
30,32.2246
31,1.35861
32,222.698
33,33.0242
34,175.258
35,268.227
36,10.7759
37,8.66004
38,87.5256
39,218.594
40,241.818
41,147.861
42,161.347
43,97.6826
44,60.4929
45,40.893
46,0
47,75.5569
48,146.041
49,5.32982
50,26.7366
51,104.275
52,157.653
53,44.3552
54,163.666
55,102.332
56,49.633
57,195.546
