index,value
0,229.343
1,331.028
2,287.483
3,245.734
4,226.257
5,212.899
6,177.456
7,234.198
8,18.7596
9,66.277
10,135.413
11,76.4891
12,89.0726
13,114.023
14,18.4068
15,126.356
16,152.376
17,45.8263
18,98.0081
19,11.5852
20,95.1405
21,99.575
22,69.6535
23,108.918
24,156.152
25,18.7846
26,168.239
27,106.233
28,147.501
29,75.4255
30,104.111
31,90.3368
32,94.5114
33,0.18681
34,28.4108
35,42.7359
36,0
37,25.756
38,71.9718
39,58.3945
40,46.2229
41,92.15
42,96.7158
43,28.7405
44,99.2187
45,160.916
46,37.1932
47,31.9573
48,118.21
49,88.4895
50,37.7329
51,165.112
52,6.33465
53,253.626
54,144.184
55,107.272
56,18.4479
57,179.319
