index,value
0,250.487
1,331.672
2,231.13
3,307.241
4,319.38
5,458.893
6,391.495
7,334.799
8,23.1946
9,147.579
10,5.30483
11,26.8038
12,83.6037
13,158.952
14,30.092
15,43.6774
16,92.2142
17,35.2968
18,13.376
19,59.5912
20,177.424
21,76.3696
22,63.8055
23,0
24,42.5769
25,166.779
26,4.03571
27,51.0397
28,32.5637
29,34.4399
30,10.5866
31,104.836
32,30.431
33,101.065
34,46.9908
35,56.454
36,76.9633
37,39.6797
38,88.7033
39,110.762
40,17.0082
41,0
42,46.8716
43,5.26667
44,87.979
45,0
46,31.8149
47,61.8502
48,63.3515
49,19.8258
50,0.0638298
51,111.311
52,133.027
53,2.44515
54,111.89
55,50.6752
56,14.4473
57,121.253
