index,value
0,62.3643
1,131.231
2,81.6773
3,88.7387
4,18.3661
5,77.414
6,35.5654
7,47.3165
8,62.0537
9,60.0248
10,16.9819
11,77.747
12,25.7976
13,44.7292
14,208.134
15,98.2322
16,15.24
17,234.412
18,49.0862
19,170.143
20,82.8316
21,73.9448
22,0
23,66.3858
24,7.24704
25,89.9062
26,12.3638
27,213.879
28,166.529
29,126.011
30,117.953
31,63.3524
32,30.4602
33,54.9587
34,14.3961
35,30.4996
36,138.597
37,75.5988
38,87.4391
39,0
40,166.425
41,121.127
42,56.0473
43,99.0494
44,229.501
45,203.077
46,0
47,175.804
48,50.7111
49,191.286
50,358.174
51,42.3544
52,143.009
53,46.5344
54,263.22
55,126.493
56,219.36
57,92.9142
