index,value
0,206.806
1,242.297
2,232.584
3,208.526
4,298.734
5,279.435
6,187.347
7,192.947
8,52.6667
9,145.608
10,4.54507
11,88.8356
12,145.643
13,0
14,94.9892
15,73.0408
16,87.7195
17,126.941
18,120.635
19,30.452
20,101.479
21,13.5285
22,144.454
23,186.466
24,83.4809
25,142.998
26,103.49
27,221.033
28,52.3641
29,48.1263
30,131.072
31,34.7227
32,183.018
33,161.572
34,107.208
35,119.624
36,49.4366
37,19.9746
38,152.589
39,0.00432677
40,45.0974
41,71.2734
42,42.8837
43,80.5995
44,95.6284
45,181.436
46,126.793
47,0
48,49.205
49,123.788
50,144.76
51,116.357
52,143.777
53,136.708
54,25.6367
55,87.6863
56,123.017
57,28.5833
