index,value
0,34.1245
1,50.9906
2,47.5948
3,53.8671
4,61.4971
5,78.9261
6,56.2187
7,76.0428
8,1.96708
9,151.369
10,52.4011
11,230.204
12,12.5755
13,20.7745
14,0
15,176.218
16,77.4474
17,52.9268
18,25.6191
19,86.6003
20,28.7856
21,7.39957
22,62.291
23,38.004
24,314.352
25,196.506
26,255.289
27,142.823
28,164.873
29,17.0887
30,150.964
31,0
32,317.49
33,123.28
34,52.5375
35,0.572872
36,211.797
37,145.115
38,50.2437
39,214.219
40,0
41,31.7146
42,244.078
43,216.761
44,131.007
45,117.961
46,31.4702
47,197.666
48,79.676
49,83.1389
50,126.773
51,65.3204
52,197.999
53,154.27
54,24.5488
55,83.1907
56,32.7971
57,73.5415
