index,value
0,294.75
1,444.856
2,276.453
3,305.515
4,334.886
5,515.191
6,313.323
7,369.176
8,71.802
9,12.5972
10,15.2218
11,82.1687
12,97.0447
13,14.4506
14,68.8844
15,31.5031
16,85.5315
17,138.987
18,253.501
19,209.238
20,71.2605
21,103.091
22,130.576
23,78.0084
24,37.9887
25,95.0054
26,231.697
27,121.608
28,0.00514139
29,167.634
30,57.9726
31,73.0787
32,91.5073
33,44.2111
34,176.383
35,29.4908
36,157.584
37,74.4971
38,110.726
39,88.0661
40,17.3741
41,52.7201
42,0
43,91.8549
44,146.917
45,94.0557
46,166.688
47,92.377
48,52.6735
49,114.168
50,3.32743
51,26.5482
52,11.6507
53,143.168
54,92.0203
55,44.9467
56,47.6585
57,372.188
