index,value
0,206.457
1,266.619
2,229.992
3,310.859
4,340.325
5,264.828
6,208.639
7,246.054
8,14.5065
9,45.351
10,157.489
11,32.2271
12,156.442
13,117.232
14,145.818
15,60.8473
16,8.57094
17,1.25921
18,112.217
19,129.233
20,122.795
21,115.086
22,67.2286
23,15.7238
24,74.4108
25,145.852
26,123.568
27,106.976
28,131.956
29,104.908
30,47.0529
31,105.426
32,56.3571
33,67.3099
34,0.912992
35,69.2566
36,54.5922
37,153.889
38,134.223
39,11.176
40,215.283
41,109.669
42,49.2326
43,10.7683
44,142.597
45,77.3121
46,133.976
47,35.2938
48,61.3916
49,121.208
50,134.084
51,127.989
52,67.8538
53,73.179
54,61.322
55,104.323
56,0.0130166
57,8.80971
