index,value
0,249.882
1,235.332
2,206.688
3,181.219
4,206.167
5,201.024
6,281.381
7,341.489
8,100.047
9,137.904
10,142.956
11,134.686
12,87.9258
13,35.4576
14,43.9278
15,87.101
16,47.2343
17,0
18,88.4127
19,106.413
20,73.3069
21,110.171
22,99.5531
23,16.3979
24,137.666
25,93.018
26,80.7318
27,78.668
28,42.2585
29,79.4157
30,82.506
31,82.6548
32,51.3952
33,25.6762
34,54.7765
35,41.1419
36,23.1742
37,15.7966
38,36.6099
39,59.034
40,101.692
41,0
42,138.932
43,26.8558
44,32.9746
45,0
46,81.2995
47,34.2817
48,34.1745
49,15.3577
50,142.985
51,0
52,38.9196
53,92.9852
54,67.4943
55,8.32932
56,6.47757
57,45.3857
