index,value
0,27.4581
1,33.2188
2,11.9524
3,41.7943
4,42.6955
5,18.2556
6,99.2841
7,50.2626
8,145.841
9,130.714
10,154.006
11,223.388
12,166.618
13,25.5374
14,3.52097
15,3.63938
16,238.699
17,159.203
18,102.333
19,113.272
20,65.0271
21,280.106
22,271.528
23,1.44931
24,0.959096
25,120.589
26,323.035
27,95.9183
28,15.7748
29,128.053
30,119.134
31,153.511
32,287.49
33,29.5625
34,52.3386
35,193.831
36,92.5183
37,132.908
38,0.432353
39,68.0119
40,80.5142
41,43.7652
42,17.5767
43,5.85498
44,26.5383
45,33.1204
46,37.8781
47,108.607
48,76.1255
49,71.3648
50,26.4777
51,32.095
52,186.586
53,135.799
54,316.204
55,186.671
56,201.177
57,19.7376
