index,value
0,1.32068
1,31.1414
2,60.7453
3,48.6853
4,76.6902
5,51.6536
6,2.844
7,7.68731
8,147.79
9,85.9148
10,115.13
11,0
12,163.564
13,145.387
14,27.3607
15,66.9161
16,60.1726
17,46.0031
18,45.9182
19,56.8653
20,10.3942
21,69.3193
22,173.23
23,20.3675
24,37.5899
25,22.7591
26,155.676
27,191.001
28,47.6304
29,102.219
30,217.023
31,64.3673
32,46.8543
33,0
34,115.149
35,290.851
36,0
37,189.251
38,278.604
39,278.764
40,170.166
41,86.6578
42,0
43,133.799
44,145.757
45,122.516
46,102.973
47,100.489
48,241.662
49,0
50,152.827
51,147.9
52,24.721
53,187.988
54,190.143
55,186.852
56,32.7115
57,12.1015
