index,value
0,124.253
1,198.203
2,275.935
3,358.283
4,295.47
5,387.412
6,161.006
7,133.45
8,43.4848
9,24.8515
10,30.3629
11,52.5084
12,52.8635
13,4.29385
14,132.59
15,276.577
16,77.5972
17,296.914
18,320.987
19,116.026
20,107.289
21,141.349
22,30.7197
23,27.7751
24,63.8587
25,105.429
26,60.073
27,82.0084
28,91.1703
29,138.471
30,71.9651
31,105.015
32,20.2112
33,18.8077
34,122.649
35,262.069
36,101.907
37,147.129
38,98.6953
39,72.2181
40,193.556
41,97.3377
42,147.113
43,0.0308734
44,66.5635
45,124.207
46,17.1604
47,106.723
48,0.147327
49,45.992
50,145.341
51,117.052
52,33.8974
53,147.783
54,104.273
55,163.151
56,44.6149
57,17.1966
