index,value
0,351.729
1,331.846
2,279.738
3,267.86
4,217.756
5,192.015
6,253.132
7,294.511
8,0
9,138.896
10,150.6
11,11.6405
12,93.3297
13,65.3397
14,97.1344
15,59.6681
16,109.608
17,14.8374
18,128.492
19,101.07
20,65.494
21,58.4264
22,90.3507
23,214.221
24,16.7049
25,76.8001
26,80.5198
27,205.728
28,177.929
29,80.8602
30,56.4198
31,182.283
32,114.988
33,6.66053
34,69.5012
35,67.9547
36,6.00528
37,37.1885
38,81.6473
39,20.2165
40,64.4088
41,123.763
42,81.9545
43,16.112
44,166.245
45,62.8758
46,173.535
47,5.06553
48,26.9069
49,202.347
50,23.1773
51,65.9509
52,72.5471
53,223.149
54,27.3056
55,74.2671
56,83.1981
57,86.2794
