index,value
0,324.115
1,368.141
2,276.845
3,235.138
4,267.234
5,328.224
6,386.912
7,458.809
8,55.2573
9,69.4395
10,54.1049
11,102.497
12,51.0962
13,113.004
14,114.098
15,30.6722
16,29.8134
17,291.37
18,133.553
19,42.638
20,101.733
21,141.423
22,26.6095
23,41.9151
24,155.096
25,148.226
26,31.3348
27,207.263
28,31.6902
29,0.0221976
30,59.964
31,280.825
32,195.882
33,71.1316
34,74.7384
35,8.26213
36,47.4421
37,85.9597
38,44.1028
39,86.6959
40,82.4688
41,174.514
42,76.8374
43,76.6722
44,54.2715
45,24.4702
46,3.08412
47,103.178
48,60.303
49,1.57975
50,31.5425
51,2.46093
52,84.0447
53,104.579
54,92.7342
55,93.5592
56,48.6369
57,89.3823
