index,value
0,31.3707
1,55.213
2,109.776
3,28.2797
4,56.7877
5,36.8002
6,58.2072
7,66.8346
8,95.1386
9,22.2515
10,153.865
11,29.9921
12,147.544
13,85.6219
14,3.68054
15,139.732
16,77.5427
17,0
18,0.0530226
19,105.103
20,26.8358
21,5.97549
22,28.2803
23,29.3986
24,117.214
25,41.0585
26,76.115
27,247.573
28,0
29,178.698
30,5.27978
31,259.151
32,230.305
33,107.94
34,125.186
35,211.285
36,124.336
37,39.3922
38,70.5743
39,262.226
40,214.111
41,98.2616
42,60.6077
43,0.776341
44,101.691
45,130.904
46,52.8736
47,105.445
48,170.922
49,12.3203
50,200.529
51,8.33582
52,185.27
53,148.545
54,177.408
55,209.868
56,206.583
57,6.76048
