index,value
0,281.147
1,385.178
2,269.192
3,273.241
4,267.407
5,235.66
6,273.004
7,308.979
8,78.2071
9,89.4531
10,5.92882
11,74.5771
12,142.147
13,115.718
14,0
15,58.5201
16,125.649
17,109.649
18,104.469
19,80.7783
20,19.3121
21,98.1897
22,104.325
23,117.004
24,21.3098
25,0
26,82.2777
27,133.599
28,150.591
29,128.561
30,102.355
31,15.4838
32,119.036
33,130.58
34,36.5753
35,98.8822
36,55.5398
37,41.9619
38,117.758
39,141.609
40,42.8773
41,0.105699
42,87.5215
43,62.644
44,57.7201
45,38.2569
46,0.619977
47,118.232
48,129.864
49,49.1023
50,184.492
51,140.194
52,170.405
53,9.84011
54,123.5
55,14.1379
56,142.201
57,258.876
