index,value
0,246.159
1,216.875
2,245.299
3,199.364
4,266.929
5,303.103
6,278.996
7,388.207
8,85.0316
9,87.3853
10,94.0723
11,2.86535
12,99.4978
13,18.8164
14,116.484
15,160.494
16,33.0947
17,84.7556
18,84.0698
19,68.9748
20,54.7519
21,63.9862
22,132.497
23,92.208
24,78.2573
25,0.102378
26,81.5391
27,8.3041
28,81.7486
29,5.33612
30,94.1546
31,144.956
32,0
33,19.2555
34,18.4345
35,168.111
36,65.7404
37,137.806
38,239.381
39,53.362
40,157.604
41,78.8808
42,83.9848
43,71.5468
44,120.269
45,30.2707
46,158.677
47,12.9748
48,1.28172
49,90.4971
50,91.8826
51,86.9026
52,64.9509
53,113.721
54,20.3875
55,96.0232
56,122.116
57,0.397558
