index,value
0,38.6469
1,31.7089
2,68.7025
3,66.8605
4,42.8341
5,38.539
6,107.997
7,56.851
8,51.8384
9,208.842
10,105.319
11,36.851
12,137.244
13,273.682
14,159.111
15,340.23
16,143.721
17,177.599
18,158.307
19,24.3599
20,0
21,104.158
22,70.1299
23,72.1038
24,142.205
25,4.60329
26,113.763
27,0
28,193.453
29,186.847
30,56.0702
31,19.2812
32,64.0641
33,106.723
34,39.8921
35,46.169
36,80.0046
37,73.6065
38,206.493
39,3.25109
40,10.643
41,175.861
42,134.868
43,307.837
44,76.5766
45,0
46,128.628
47,147.725
48,245.263
49,221.802
50,96.0866
51,27.4448
52,77.8384
53,0
54,74.7363
55,41.8358
56,71.4124
57,0
