index,value
0,251.608
1,334.486
2,289.211
3,390.743
4,347.81
5,217.674
6,204.561
7,250.74
8,118.207
9,7.64257
10,177.968
11,92.6351
12,104.785
13,16.2016
14,43.1611
15,19.1824
16,16.0087
17,159.858
18,190.658
19,129.389
20,215.942
21,29.6732
22,2.54075
23,49.7779
24,72.906
25,59.5022
26,50.3526
27,161.31
28,254.537
29,26.5496
30,41.483
31,125.516
32,119.335
33,0.0192063
34,36.6306
35,122.345
36,164.993
37,165.748
38,74.099
39,9.32293
40,17.9493
41,85.691
42,51.4541
43,53.0707
44,67.255
45,15.7615
46,118.923
47,158.35
48,144.887
49,107.48
50,107.645
51,121.494
52,53.8197
53,217.616
54,65.2079
55,103.289
56,121.247
57,15.1724
