index,value
0,171.9
1,201.993
2,275.069
3,224.209
4,254.098
5,296.994
6,170.767
7,139.155
8,105.335
9,56.5113
10,138.729
11,1.07398
12,0.220721
13,75.1673
14,89.7442
15,10.056
16,88.6683
17,143.536
18,102.908
19,16.8549
20,69.4814
21,141.24
22,102.848
23,15.3373
24,7.05442
25,137.889
26,98.4978
27,131.515
28,13.3052
29,25.7605
30,115.348
31,98.291
32,203.806
33,73.9573
34,138.019
35,6.47317
36,109.393
37,85.8902
38,35.9178
39,147.834
40,149.347
41,66.9398
42,157.211
43,203.918
44,150.322
45,123.636
46,94.8673
47,3.34126
48,111.145
49,68.1232
50,141.983
51,58.8938
52,125.611
53,141.702
54,52.3943
55,106.3
56,144.955
57,38.3813
