index,value
0,182.512
1,211.614
2,286.659
3,236.279
4,263.241
5,303.64
6,182.74
7,147.701
8,84.0664
9,49.1652
10,97.2174
11,0.0446893
12,0
13,68.7619
14,85.2118
15,7.13827
16,84.4663
17,116.017
18,87.4145
19,17.3292
20,56.6125
21,114.044
22,70.4425
23,12.9763
24,4.05499
25,120.122
26,87.8106
27,105
28,6.98336
29,21.5853
30,95.6005
31,83.1475
32,188.42
33,66.5929
34,128.617
35,4.15275
36,107.78
37,71.926
38,30.6927
39,134.374
40,129.404
41,61.2776
42,147.068
43,150.735
44,131.416
45,96.6644
46,76.8339
47,2.65894
48,104.242
49,62.3162
50,118.164
51,46.7719
52,114.13
53,122.919
54,50.6082
55,103.112
56,124.698
57,34.4893
