index,value
0,292.702
1,254.056
2,268.711
3,322.369
4,302.038
5,307.929
6,244.69
7,269.622
8,0.0833333
9,74.6105
10,71.7128
11,92.9497
12,137.006
13,67.8785
14,81.8987
15,121.908
16,93.8062
17,129.904
18,91.0658
19,132.858
20,67.3775
21,47.1343
22,11.5228
23,10.2029
24,50.0163
25,26.5464
26,43.0997
27,0.828757
28,55.9408
29,103.28
30,12.3643
31,77.1785
32,76.1819
33,108.382
34,72.6267
35,45.5622
36,70.601
37,89.3699
38,61.4973
39,10.7211
40,147.66
41,97.102
42,72.6551
43,70.8873
44,59.5338
45,107.956
46,7.28081
47,6.41293
48,156.759
49,68.6516
50,62.4353
51,96.3179
52,0
53,100.59
54,65.4801
55,65.3565
56,78.4315
57,58.1527
