index,value
0,306.059
1,351.481
2,338.061
3,412.45
4,229.053
5,207.878
6,215.28
7,204.683
8,39.0378
9,92.0908
10,124.397
11,59.5599
12,14.5005
13,61.5638
14,46.9954
15,173.529
16,90.0698
17,108.98
18,99.2476
19,18.398
20,85.8574
21,54.7073
22,44.0419
23,159.368
24,60.7554
25,57.2506
26,19.9762
27,15.4142
28,36.5532
29,18.8503
30,1.24784
31,0
32,6.34053
33,0
34,71.7194
35,40.7953
36,67.1483
37,99.9326
38,4.40673
39,57.7476
40,72.4908
41,0
42,74.908
43,2.83765
44,107.265
45,116.86
46,37.1215
47,1.95201
48,8.31386
49,141.797
50,69.4281
51,14.4521
52,3.64267
53,103.818
54,66.1563
55,111.078
56,105.389
57,25.5952
