index,value
0,220.349
1,218.777
2,227.301
3,154.126
4,198.083
5,234.449
6,218.829
7,247.633
8,92.652
9,112.342
10,124.537
11,1.70662
12,8.48878
13,64.2263
14,5.21501
15,134.468
16,89.8115
17,143.032
18,95.3833
19,1.72453
20,186.972
21,185.261
22,48.8139
23,115.596
24,80.8802
25,138.913
26,82.02
27,21.3961
28,0.390271
29,20.1959
30,158.951
31,32.3718
32,61.0781
33,76.2557
34,52.6244
35,59.9419
36,7.4142
37,100.758
38,0
39,83.3372
40,183.402
41,108.828
42,48.7867
43,21.9442
44,45.2608
45,187.191
46,66.25
47,70.2656
48,34.3772
49,91.9935
50,187.618
51,5.95528
52,97.3549
53,2.53975
54,163.512
55,135.79
56,169.176
57,150.213
