index,value
0,272.539
1,302.404
2,275.348
3,253.381
4,246.961
5,178.92
6,210.274
7,280.048
8,64.7614
9,80.5735
10,164.413
11,81.161
12,0
13,144.666
14,0.0845161
15,97.1316
16,58.3074
17,30.9541
18,106.672
19,0
20,69.6974
21,58.1717
22,6.2287
23,27.918
24,146.511
25,123.829
26,21.9978
27,47.4263
28,104.453
29,71.3962
30,71.4651
31,89.3853
32,0
33,61.4244
34,6.71741
35,115.959
36,70.6666
37,103.256
38,105.35
39,33.3061
40,49.8971
41,65.7622
42,76.4807
43,2.50186
44,96.9506
45,114.313
46,83.5656
47,66.4173
48,67.5224
49,41.5143
50,117.708
51,38.2395
52,48.3511
53,0.785038
54,68.1517
55,94.8901
56,105.612
57,70.3088
