index,value
0,59.4777
1,50.606
2,21.0472
3,132.145
4,85.4885
5,72.8644
6,57.2581
7,29.3004
8,117.821
9,46.8089
10,170.979
11,33.1161
12,203.683
13,48.3701
14,101.57
15,15.5807
16,38.7353
17,200.13
18,116.622
19,32.9762
20,0
21,159.836
22,189.236
23,93.5723
24,17.219
25,225.686
26,212.009
27,282.164
28,179.173
29,44.6398
30,124.687
31,48.7976
32,19.8854
33,95.8583
34,232.408
35,0
36,148.597
37,13.9648
38,45.878
39,52.9173
40,105.102
41,171.581
42,129.507
43,106.613
44,49.1353
45,1.76355
46,96.3084
47,0.0140845
48,123.585
49,196.712
50,152.312
51,266.234
52,16.5865
53,119.13
54,99.8942
55,98.5045
56,60.4689
57,50.6235
