index,value
0,25.2267
1,61.4034
2,42.834
3,105.874
4,23.5307
5,69.6062
6,114.284
7,132.023
8,152.059
9,124.108
10,57.071
11,0
12,51.8425
13,46.4372
14,16.5276
15,178.674
16,105.858
17,101.354
18,37.7581
19,52.3222
20,199.729
21,24.3701
22,0.808541
23,168.294
24,98.1467
25,10.7916
26,201.429
27,220.708
28,231.787
29,79.7085
30,148.715
31,31.2632
32,118.49
33,266.965
34,88.3855
35,84.5847
36,183.211
37,56.2709
38,18.7319
39,45.719
40,0
41,36.5444
42,136.75
43,121.445
44,44.4846
45,28.7212
46,134.256
47,115.109
48,82.907
49,77.8957
50,166.255
51,219.425
52,126.543
53,91.5913
54,148.665
55,58.9433
56,234.063
57,147.013
