index,value
0,226.538
1,266.817
2,204.882
3,169.919
4,177.434
5,198.665
6,204.999
7,207.941
8,90.9002
9,92.919
10,15.4758
11,66.8978
12,48.054
13,24.5088
14,86.7548
15,204.993
16,52.4602
17,190.565
18,127.036
19,69.2188
20,86.0647
21,76.9894
22,16.7055
23,52.942
24,76.331
25,0.0226958
26,109.834
27,3.36297
28,3.38361
29,115.936
30,76.844
31,167.756
32,110.611
33,61.0543
34,125.098
35,80.0446
36,61.388
37,156.849
38,196.558
39,121.852
40,52.7293
41,77.9195
42,77.6443
43,77.3046
44,118.741
45,82.997
46,91.8625
47,35.5387
48,4.85771
49,1.12789
50,18.2066
51,149.645
52,55.4011
53,11.4138
54,9.20474
55,0
56,136.609
57,123.261
