index,value
0,41.9966
1,95.5111
2,49.9221
3,42.486
4,46.8315
5,95.8881
6,42.3429
7,52.9792
8,87.3808
9,71.829
10,171.683
11,226.042
12,138.506
13,177.194
14,74.3488
15,131.035
16,106.294
17,248.55
18,114.819
19,120.215
20,114.086
21,43.4827
22,3.12311
23,201.593
24,23.8508
25,5.36398
26,7.48587
27,36.7565
28,53.9723
29,144.309
30,30.1884
31,9.07719
32,74.2156
33,29.358
34,204.378
35,254.902
36,189.455
37,21.9881
38,240.926
39,0
40,240.054
41,16.4065
42,146.265
43,111.34
44,73.2545
45,170.801
46,58.7831
47,2.28958
48,35.2362
49,216.642
50,103.852
51,208.007
52,37.4939
53,0.569133
54,7.11778
55,168.055
56,41.9923
57,114.384
