index,value
0,57.0111
1,92.8541
2,55.753
3,73.4454
4,56.671
5,109
6,51.2446
7,88.2664
8,125.775
9,71.0312
10,199.04
11,235.006
12,146.537
13,210.96
14,93.7351
15,187.398
16,126.101
17,275.233
18,112.056
19,131.915
20,124.529
21,57.7211
22,1.74721
23,220.271
24,28.2984
25,15.2839
26,8.69883
27,46.3787
28,75.6752
29,152.778
30,32.8738
31,14.1291
32,106.926
33,27.8625
34,210.972
35,273.732
36,179.8
37,32.3857
38,229.07
39,0.944328
40,280.625
41,20.458
42,196.697
43,126.87
44,90.9969
45,176.978
46,69.091
47,6.40984
48,32.9247
49,222.764
50,147.638
51,267.842
52,50.7601
53,1.06387
54,7.93355
55,218.783
56,41.5588
57,127.465
