index,value
0,158.997
1,46.0492
2,65.2543
3,63.8445
4,25.3959
5,46.0742
6,61.4158
7,113.424
8,74.8673
9,56.0477
10,105.517
11,151.817
12,168.459
13,208.524
14,53.7846
15,297.109
16,8.90095
17,19.4333
18,166.187
19,78.5483
20,45.7743
21,222.29
22,95.6186
23,264.203
24,159.414
25,9.54393
26,106.382
27,122.078
28,131.534
29,62.6139
30,7.34736
31,60.4456
32,14.6251
33,19.6719
34,191.569
35,49.9761
36,216.581
37,384.328
38,9.7388
39,124.49
40,135.307
41,0.267857
42,33.403
43,48.785
44,66.3626
45,0
46,160.571
47,137.49
48,48.0568
49,113.883
50,189.991
51,63.2918
52,94.5586
53,13.127
54,0.121978
55,100.827
56,27.4813
57,238.058
