index,value
0,318.043
1,339.654
2,279.329
3,453.994
4,314.188
5,321.274
6,339.556
7,292.117
8,78.3308
9,60.3848
10,84.1209
11,6.25902
12,38.9034
13,127.119
14,0
15,7.62314
16,95.6441
17,71.8692
18,11.994
19,71.7681
20,214.222
21,95.7481
22,0
23,56.4183
24,85.5051
25,55.4655
26,57.1507
27,0
28,36.7887
29,74.6145
30,31.7464
31,70.6609
32,117.098
33,79.4884
34,52.3623
35,84.4031
36,67.5236
37,32.2228
38,79.3133
39,1.93716
40,205.638
41,17.7756
42,0
43,14.3254
44,111.079
45,84.1319
46,57.3563
47,112.903
48,1.444
49,10.6374
50,71.8414
51,0
52,34.0899
53,2.23273
54,61.0083
55,96.8535
56,58.8091
57,37.4051
