index,value
0,73.0639
1,62.0694
2,105.816
3,107.956
4,81.1021
5,66.3332
6,40.7576
7,66.8992
8,184.873
9,106.747
10,119.975
11,208.99
12,322.735
13,0.644419
14,19.3202
15,179.174
16,163.195
17,132.743
18,0.316448
19,167.025
20,99.4323
21,177.708
22,137.797
23,175.393
24,235.815
25,94.6883
26,7.39586
27,139.37
28,12.2342
29,65.4593
30,32.8128
31,139.858
32,204.658
33,182.583
34,223.737
35,0.786401
36,33.9101
37,16.6705
38,210.274
39,153.744
40,0
41,11.7358
42,229.749
43,142.638
44,93.3383
45,39.8202
46,80.7477
47,70.341
48,82.7754
49,190.777
50,67.9754
51,243.973
52,102.729
53,226.374
54,212.316
55,45.1065
56,157.411
57,73.7508
