index,value
0,38.2099
1,46.9243
2,45.31
3,22.7544
4,7.51917
5,35.5014
6,27.7629
7,61.8445
8,193.216
9,84.6012
10,52.5645
11,98.3195
12,179.05
13,160.249
14,215.212
15,22.5465
16,152.342
17,0
18,30.2374
19,32.5881
20,152.403
21,100.829
22,66.0611
23,0.361131
24,95.2741
25,213.85
26,124.02
27,150.249
28,152.574
29,283.849
30,67.1934
31,137.344
32,0.129215
33,26.0491
34,174.5
35,42.7578
36,235.893
37,44.7549
38,275.703
39,15.2133
40,73.5633
41,80.8242
42,59.0197
43,52.6465
44,178.476
45,59.0071
46,294.474
47,59.9736
48,118.976
49,200.246
50,0
51,0
52,133.84
53,146.729
54,88.6476
55,47.2622
56,7.31323
57,21.6337
