index,value
0,45.6952
1,59.4781
2,80.4538
3,61.7031
4,25.7202
5,76.6635
6,47.7889
7,62.8951
8,128.986
9,24.0638
10,212.929
11,18.8909
12,5.52701
13,17.5787
14,90.603
15,97.3791
16,218.632
17,39.2934
18,73.3048
19,247.566
20,85.1968
21,4.89183
22,28.7848
23,85.8105
24,7.84704
25,161.128
26,238.036
27,256.734
28,119.38
29,99.6418
30,143.636
31,71.9131
32,183.165
33,44.2438
34,95.3925
35,42.4088
36,135.655
37,142.819
38,34.7693
39,158.967
40,56.7196
41,194.271
42,152.413
43,182.919
44,86.1217
45,12.1814
46,186.237
47,123.882
48,23.4803
49,182.193
50,58.2288
51,112.298
52,26.8088
53,216.845
54,4.84128
55,0
56,11.2739
57,251.422
