index,value
0,265.686
1,206.641
2,264.062
3,296.208
4,304.133
5,317.593
6,271.685
7,212.495
8,0.136749
9,48.7099
10,105.215
11,111.253
12,85.0951
13,55.1877
14,84.3541
15,121.819
16,130.444
17,44.4419
18,27.2246
19,149.722
20,157.961
21,202.392
22,19.6077
23,2.24084
24,66.3217
25,139.151
26,108.697
27,168.3
28,14.6479
29,141.365
30,66.7678
31,32.5818
32,147.111
33,5.26976
34,154.644
35,18.5823
36,47.1655
37,55.8738
38,29.8164
39,78.0529
40,53.7981
41,107.569
42,160.926
43,37.5829
44,110.35
45,98.8287
46,45.7666
47,190.439
48,108.135
49,21.7384
50,121.692
51,109.365
52,153.283
53,100.799
54,43.4174
55,0
56,120.57
57,101.375
