index,value
0,145.436
1,224.843
2,301.271
3,266.981
4,270.049
5,304.665
6,197.746
7,118.354
8,115.366
9,157.668
10,125.777
11,19.5741
12,50.937
13,81.0592
14,126.886
15,116.996
16,121.969
17,57.2226
18,124.532
19,107.179
20,1.52072
21,0
22,52.6138
23,134.785
24,81.0103
25,143.598
26,20.1774
27,66.9096
28,44.1347
29,73.7189
30,101.432
31,92.3131
32,99.969
33,200.11
34,212.107
35,0.18112
36,139.01
37,32.8603
38,22.3724
39,112.891
40,105.159
41,3.24318
42,130.015
43,103.677
44,155.354
45,130.937
46,50.5691
47,83.0593
48,0.62376
49,91.6428
50,114.298
51,6.13433
52,88.2975
53,44.7094
54,107.484
55,152.574
56,13.1934
57,3.43185
