index,value
0,263.748
1,236.691
2,227.494
3,150.775
4,226.464
5,335.872
6,343.308
7,186.108
8,60.3848
9,57.6629
10,62.6025
11,34.7854
12,8.45147
13,45.4385
14,22.5144
15,45.2126
16,93.1604
17,4.93718
18,66.0371
19,57.4588
20,90.4404
21,0
22,0
23,32.7096
24,90.0865
25,16.9274
26,58.6048
27,99.4891
28,177.294
29,76.6145
30,133.137
31,53.4815
32,116.43
33,70.1792
34,66.3858
35,56.7965
36,115.164
37,14.2913
38,120.428
39,25.6032
40,106.438
41,92.3304
42,86.0998
43,109.513
44,21.3965
45,41.4919
46,92.8356
47,43.6202
48,12.6301
49,46.6537
50,31.8096
51,86.5028
52,87.8216
53,0
54,24.3049
55,138.597
56,98.3166
57,77.6358
