index,value
0,426.976
1,422.187
2,270.012
3,288.478
4,244.417
5,214.548
6,346.671
7,388.182
8,22.2786
9,52.8949
10,144.337
11,6.26791
12,94.1511
13,2.68114
14,73.9804
15,62.6593
16,73.3021
17,0
18,83.8828
19,145.212
20,0
21,84.1535
22,116.915
23,65.8458
24,52.5169
25,33.4174
26,89.087
27,34.8519
28,51.3966
29,72.1524
30,71.2135
31,42.3543
32,4.16256
33,39.241
34,143.648
35,17.9586
36,0
37,223.695
38,0
39,106.226
40,140.972
41,36.2275
42,104.851
43,28.9071
44,27.6202
45,91.8079
46,86.5098
47,88.3148
48,0
49,57.3429
50,20.8153
51,53.6236
52,40.5303
53,73.8548
54,0.240642
55,14.3689
56,93.6742
57,0
