index,value
0,350.132
1,348.733
2,194.567
3,240.609
4,255.76
5,256.413
6,359.229
7,395.854
8,70.1356
9,30.9379
10,134.324
11,136.24
12,33.0667
13,87.2961
14,49.9474
15,41.5535
16,89.0869
17,89.7726
18,141.841
19,95.1446
20,81.0909
21,64.409
22,0
23,115.266
24,51.5473
25,0.458227
26,29.5012
27,54.5232
28,67.1591
29,21.9782
30,51.7793
31,131.971
32,73.3799
33,70.7667
34,0
35,133.68
36,95.7224
37,65.5182
38,0.594686
39,79.8699
40,66.3832
41,41.1039
42,148.508
43,18.7228
44,22.9403
45,0
46,149.121
47,76.9389
48,11.5397
49,32.4937
50,80.4832
51,24.8267
52,26.087
53,69.4448
54,24.7809
55,90.5586
56,56.881
57,34.7214
