index,value
0,100.626
1,110.477
2,50.8225
3,102.336
4,25.3639
5,86.7887
6,141.387
7,166.236
8,29.8201
9,153.239
10,94.5133
11,249.232
12,169.015
13,222.315
14,73.6166
15,241.946
16,192.095
17,33.897
18,143.434
19,126.854
20,97.417
21,30.6514
22,103.066
23,8.07365
24,49.0766
25,125.835
26,249.22
27,294.776
28,92.5145
29,54.7058
30,1.40498
31,78.47
32,173.987
33,146.645
34,52.5749
35,59.1993
36,106.687
37,39.8298
38,176.291
39,97.931
40,236.631
41,53.0073
42,0.315786
43,14.1574
44,10.0801
45,77.3736
46,80.2558
47,203.652
48,77.8293
49,126.504
50,4.99171
51,0.398284
52,87.0938
53,198.721
54,228.62
55,209.366
56,198.7
57,185.71
