index,value
0,15.1854
1,49.2182
2,41.6316
3,64.1582
4,63.3163
5,52.5952
6,112.393
7,98.8101
8,229.797
9,152.056
10,0
11,23.5755
12,69.5231
13,33.637
14,57.6927
15,0
16,221.984
17,39.5812
18,245.325
19,16.7517
20,79.7855
21,75.1518
22,13.3399
23,57.6682
24,30.9819
25,76.3682
26,140.204
27,142.984
28,121.162
29,182.547
30,83.9144
31,32.5809
32,55.8941
33,21.5105
34,163.622
35,80.4799
36,0
37,113.787
38,157.994
39,287.858
40,172.789
41,10.7114
42,80.2878
43,55.7455
44,226.399
45,47.9654
46,317.751
47,100.482
48,248.985
49,145.185
50,216.018
51,0.621212
52,10.8693
53,0
54,168.75
55,184.896
56,81.3904
57,172.944
