index,value
0,204.66
1,172.86
2,245.317
3,250.41
4,171.596
5,179.373
6,159.685
7,251.004
8,56.3442
9,98.8596
10,144.541
11,165.439
12,34.4046
13,70.9258
14,126.612
15,25.9265
16,25.9066
17,127.663
18,4.59852
19,74.1428
20,0
21,155.755
22,112.867
23,152.268
24,5.577
25,42.8604
26,19.1362
27,42.0176
28,145.646
29,153.606
30,63.0875
31,77.8394
32,20.6279
33,87.5911
34,112.299
35,179.445
36,37.0238
37,67.462
38,138.439
39,110.856
40,1.00732
41,60.6509
42,67.7215
43,126.575
44,157.141
45,142.604
46,91.9258
47,140.151
48,148.852
49,21.6335
50,178.989
51,77.1983
52,94.6995
53,148.276
54,164.637
55,62.2772
56,18.3638
57,48.9738
