index,value
0,63.8098
1,23.1386
2,60.4002
3,116.741
4,35.0112
5,139.195
6,73.9506
7,33.6283
8,73.791
9,69.8152
10,249.814
11,17.2728
12,174.53
13,0.414821
14,90.573
15,214.162
16,17.0664
17,150.3
18,151.144
19,142.763
20,1.09909
21,150.853
22,125.335
23,9.74628
24,283.543
25,144.514
26,217.943
27,220.755
28,27.3971
29,253.067
30,111.507
31,235.513
32,128.961
33,15.7043
34,158.55
35,108.994
36,81.8237
37,191.861
38,148.928
39,90.4962
40,12.0295
41,13.3875
42,143.352
43,216.485
44,72.5409
45,265.307
46,261.519
47,2.19221
48,50.2447
49,49.9916
50,131.481
51,119.125
52,0
53,27.3897
54,243.469
55,181.406
56,270.569
57,87.7259
