index,value
0,339.341
1,389.878
2,390.786
3,405.94
4,210.88
5,133.197
6,160.56
7,183.691
8,32.4152
9,95.5304
10,65.7626
11,140.627
12,48.5744
13,126.382
14,80.8798
15,134.092
16,14.3897
17,114.038
18,37.9137
19,19.2899
20,106.794
21,84.198
22,118.005
23,0
24,10.4963
25,113.981
26,219.485
27,307.46
28,66.7362
29,116.56
30,11.6415
31,71.0327
32,46.7039
33,0.0665211
34,170.69
35,44.196
36,0
37,50.3442
38,0
39,49.4294
40,68.6858
41,10.39
42,78.1743
43,127.269
44,82.6473
45,1.21013
46,73.9379
47,47.2937
48,69.7106
49,40.8692
50,112.552
51,57.6619
52,36.912
53,161.884
54,55.3908
55,82.7649
56,90.7356
57,75.6375
