index,value
0,268.754
1,334.618
2,363.953
3,193.886
4,186.141
5,154.494
6,152.872
7,328.03
8,83.602
9,133.016
10,116.055
11,241.553
12,56.6312
13,5.18171
14,2.10897
15,62.5012
16,101.294
17,146.327
18,114.209
19,124.702
20,102.116
21,93.5941
22,29.1451
23,86.9785
24,116.452
25,172.827
26,167.452
27,106.984
28,137.112
29,88.3811
30,144.152
31,126.589
32,95.0114
33,61.6352
34,1.92561
35,236.063
36,160.623
37,64.9552
38,132.769
39,32.9531
40,4.85372
41,122.454
42,5.31321
43,13.6208
44,74.2683
45,117.663
46,78.6251
47,10.5063
48,35.1559
49,34.3373
50,53.0258
51,108.896
52,43.0258
53,16.7847
54,159.189
55,13.5198
56,35.2949
57,170.474
