index,value
0,274.186
1,218.578
2,272.808
3,289.654
4,293.338
5,344.146
6,413.304
7,372.203
8,65.0274
9,80.6048
10,72.6137
11,73.5677
12,21.302
13,37.6128
14,60.0668
15,25.8975
16,68.7555
17,59.4424
18,38.7633
19,94.6937
20,109.578
21,67.7645
22,47.0956
23,0.25
24,0
25,132.722
26,47.7676
27,0
28,28.0163
29,77.2088
30,0.593708
31,157.905
32,0
33,104.015
34,88.463
35,101.97
36,0.537879
37,74.9841
38,8.03511
39,48.673
40,99.613
41,31.9853
42,57.4416
43,0
44,1.25833
45,63.3168
46,78.2303
47,72.7062
48,0
49,136.727
50,169.795
51,28.5803
52,9.28388
53,71.2891
54,31.5977
55,64.6164
56,99.5951
57,33.4299
