index,value
0,40.2421
1,62.9744
2,138.508
3,48.21
4,107.755
5,79.6548
6,46.095
7,46.3993
8,122.679
9,163.719
10,268.385
11,130.98
12,30.2854
13,69.8096
14,73.1207
15,161.112
16,84.8193
17,196.668
18,53.4187
19,30.0733
20,305.206
21,101.672
22,5.77382
23,116.579
24,18.6393
25,136.368
26,8.97111
27,198.83
28,24.1354
29,212.841
30,16.1921
31,0
32,181.069
33,30.2369
34,82.2757
35,141.691
36,26.1563
37,154.768
38,191.374
39,37.9126
40,25.0756
41,269.258
42,59.8037
43,151.667
44,129.155
45,61.133
46,44.8125
47,0
48,59.4824
49,66.456
50,28.4819
51,107.327
52,2.5028
53,239.174
54,163.832
55,0
56,4.14299
57,124.125
