index,value
0,185.309
1,248.825
2,359.716
3,248.415
4,328.028
5,319.85
6,253.951
7,185.134
8,30.87
9,0
10,54.1254
11,160.602
12,41.5255
13,0
14,34.7664
15,105.715
16,83.1563
17,53.9372
18,71.9901
19,14.5546
20,156.896
21,46.1662
22,24.8534
23,61.6166
24,7.81223
25,22.4383
26,109.316
27,138.979
28,167.174
29,76.2561
30,2.33629
31,2.81072
32,54.9369
33,56.8109
34,95.3484
35,113.848
36,45.4323
37,93.0437
38,45.7537
39,38.1921
40,0
41,62.8193
42,3.49563
43,28.7277
44,87.1265
45,80.5135
46,114.443
47,0
48,129.411
49,11.4723
50,95.425
51,126.131
52,102.078
53,0
54,49.1744
55,37.0364
56,60.9826
57,132.674
