index,value
0,289.955
1,227.349
2,297.126
3,343.032
4,233.389
5,292.595
6,358.917
7,311.129
8,66.175
9,66.2432
10,18.1215
11,98.4628
12,42.3215
13,38.4489
14,55.521
15,0.833333
16,127.598
17,84.9502
18,73.8111
19,65.4191
20,0
21,96.2725
22,49.3411
23,125.302
24,48.1297
25,3.98447
26,80.0712
27,9.87342
28,63.5473
29,81.1944
30,42.1677
31,33.4263
32,124.336
33,74.586
34,59.4575
35,46.7387
36,3.11311
37,41.8873
38,27.2281
39,59.1252
40,116.674
41,11.8327
42,48.2416
43,89.6783
44,103.546
45,28.4326
46,1.6746
47,62.9294
48,3.68175
49,97.4129
50,102.192
51,33.5238
52,0
53,1.41162
54,65.7607
55,59.8733
56,97.2669
57,31.8006
