index,value
0,309.466
1,353.893
2,224.203
3,219.284
4,203.43
5,250.151
6,358.394
7,404.644
8,92.2105
9,81.4199
10,54.2806
11,75.8151
12,15.5152
13,67.4663
14,262.355
15,173.159
16,88.2301
17,74.3265
18,110.77
19,125.324
20,116.496
21,130.484
22,34.288
23,78.0028
24,91.4218
25,60.0494
26,92.5945
27,112.101
28,6.52145
29,52.7838
30,59.73
31,65.3746
32,78.5514
33,0
34,39.0466
35,210.87
36,209.425
37,32.9168
38,42.5944
39,18.715
40,0.0138754
41,49.4576
42,23.8644
43,205.728
44,57.7084
45,5.84636
46,85.2419
47,11.95
48,3.17513
49,37.9457
50,66.1055
51,21.8427
52,107.919
53,146.58
54,92.1843
55,65.9883
56,98.9647
57,87.5642
