index,value
0,239.113
1,238.564
2,327.089
3,294.179
4,263.348
5,278.8
6,169.858
7,153.018
8,83.0927
9,76.2859
10,81.3564
11,146.246
12,90.0958
13,55.9244
14,60.7095
15,49.6582
16,57.5149
17,17.2963
18,0.799781
19,129.229
20,121.505
21,1.32971
22,167.743
23,106.163
24,2.92626
25,73.281
26,134.959
27,168.084
28,129.206
29,56.2717
30,141.89
31,121.522
32,28.0211
33,47.3704
34,108.963
35,114.042
36,129.825
37,160.082
38,0
39,119.512
40,135.119
41,75.4089
42,123.549
43,50.6207
44,29.6542
45,180.328
46,46.4859
47,42.9215
48,191.268
49,0
50,37.2046
51,218.813
52,165.608
53,152.156
54,149.348
55,110.517
56,108.121
57,37.7678
